experiment_id,dag_size,method,identifiability,adjustment_set,true_parents,nb_CI_tests
10_51,10,ldecc,True,"['6', '4', '1']","['4', '6']",107
10_51,10,CMB,True,[],"['4', '6']",36
10_51,10,pc,False,,"['4', '6']",303
10_51,10,MBbyMB,True,[],"['4', '6']",234
10_52,10,locpc,True,"['3', '8']","['3', '8']",99
10_52,10,ldecc,True,"['3', '8']","['3', '8']",31
10_52,10,CMB,False,,"['3', '8']",700
10_52,10,pc,False,,"['3', '8']",209
10_52,10,MBbyMB,False,,"['3', '8']",406
10_53,10,locpc,True,"['1', '8']","['1', '8']",104
10_53,10,ldecc,True,"['8', '1']","['1', '8']",55
10_53,10,CMB,True,"['8', '6']","['1', '8']",21
10_53,10,pc,False,,"['1', '8']",214
10_53,10,MBbyMB,True,"['8', '6']","['1', '8']",379
10_54,10,locpc,True,"['2', '5']","['2', '5']",143
10_54,10,ldecc,True,"['7', '2', '5']","['2', '5']",43
10_54,10,CMB,True,[],"['2', '5']",367
10_54,10,pc,False,,"['2', '5']",273
10_54,10,MBbyMB,True,[],"['2', '5']",300
10_55,10,locpc,True,"['9', '8']","['8', '9']",295
10_55,10,ldecc,True,"['9', '8']","['8', '9']",151
10_55,10,CMB,True,"['3', '0', '5']","['8', '9']",111
10_55,10,pc,False,,"['8', '9']",532
10_55,10,MBbyMB,True,"['3', '0', '5']","['8', '9']",518
10_56,10,locpc,True,"['2', '9']","['2', '9']",350
10_56,10,ldecc,True,"['9', '2']","['2', '9']",58
10_56,10,CMB,True,"['2', '0']","['2', '9']",21
10_56,10,pc,False,,"['2', '9']",524
10_56,10,MBbyMB,True,"['4', '2', '0']","['2', '9']",345
10_57,10,locpc,True,"['8', '0', '4']","['0', '8']",308
10_57,10,ldecc,True,"['8', '0']","['0', '8']",103
10_57,10,CMB,True,"['5', '9', '3', '2']","['0', '8']",238
10_57,10,pc,False,,"['0', '8']",584
10_57,10,MBbyMB,True,"['5', '9']","['0', '8']",833
10_58,10,locpc,True,[],"['6', '7', '9']",29
10_58,10,ldecc,True,['6'],"['6', '7', '9']",32
10_58,10,CMB,True,[],"['6', '7', '9']",162
10_58,10,pc,True,"['6', '9']","['6', '7', '9']",182
10_58,10,MBbyMB,True,[],"['6', '7', '9']",170
10_59,10,locpc,True,"['7', '1', '5']","['1', '5']",84
10_59,10,ldecc,False,,"['1', '5']",161
10_59,10,CMB,False,,"['1', '5']",694
10_59,10,pc,False,,"['1', '5']",257
10_59,10,MBbyMB,True,['0'],"['1', '5']",427
10_60,10,locpc,True,"['9', '7']","['7', '9']",68
10_60,10,ldecc,True,"['9', '7']","['7', '9']",79
10_60,10,CMB,True,"['9', '7']","['7', '9']",208
10_60,10,pc,False,,"['7', '9']",304
10_60,10,MBbyMB,True,"['4', '9', '7']","['7', '9']",356
10_61,10,locpc,True,"['7', '8', '0', '2']","['2', '7']",162
10_61,10,ldecc,True,['7'],"['2', '7']",116
10_61,10,CMB,True,['3'],"['2', '7']",367
10_61,10,pc,False,,"['2', '7']",312
10_61,10,MBbyMB,True,[],"['2', '7']",314
10_62,10,locpc,True,"['5', '0', '8']","['0', '5', '8']",190
10_62,10,ldecc,True,"['8', '5', '0']","['0', '5', '8']",34
10_62,10,CMB,True,"['8', '6', '3']","['0', '5', '8']",141
10_62,10,pc,False,,"['0', '5', '8']",617
10_62,10,MBbyMB,True,"['8', '3']","['0', '5', '8']",550
10_63,10,locpc,True,"['5', '9', '6']","['5', '6', '9']",84
10_63,10,ldecc,True,"['9', '6', '5']","['5', '6', '9']",34
10_63,10,CMB,True,"['5', '9', '6']","['5', '6', '9']",50
10_63,10,pc,False,,"['5', '6', '9']",186
10_63,10,MBbyMB,True,"['5', '9', '6']","['5', '6', '9']",308
10_64,10,locpc,True,"['6', '0']","['0', '6']",91
10_64,10,ldecc,True,"['6', '0']","['0', '6']",38
10_64,10,CMB,True,[],"['0', '6']",690
10_64,10,pc,False,,"['0', '6']",251
10_64,10,MBbyMB,True,[],"['0', '6']",273
10_65,10,locpc,True,"['9', '4', '8']","['4', '8', '9']",158
10_65,10,ldecc,True,"['9', '4', '8']","['4', '8', '9']",43
10_65,10,CMB,True,"['9', '3', '5']","['4', '8', '9']",134
10_65,10,pc,False,,"['4', '8', '9']",372
10_65,10,MBbyMB,True,"['9', '3']","['4', '8', '9']",367
10_66,10,locpc,True,['2'],['2'],227
10_66,10,ldecc,True,['2'],['2'],39
10_66,10,CMB,True,[],['2'],427
10_66,10,pc,False,,['2'],428
10_66,10,MBbyMB,True,['2'],['2'],678
10_67,10,locpc,True,"['7', '5']","['5', '7', '9']",141
10_67,10,ldecc,True,"['9', '7', '5']","['5', '7', '9']",50
