annee;patho_niv1;patho_niv2;patho_niv3;top;cla_age_5;sexe;region;dept;Ntop;Npop;prev;Niveau prioritaire;libelle_classe_age;libelle_sexe;tri
2023;Cancers;;;CAN_CAT_CAT;tsage;1;01;971;9230;174280;5.297;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;02;999;8980;161080;5.573;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;11;77;29970;689370;4.347;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;11;92;30390;756390;4.018;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;11;93;25700;786450;3.268;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;11;95;22240;620060;3.587;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;11;999;237980;5836330;4.078;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;24;41;9140;155660;5.874;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;24;45;16030;322630;4.969;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;24;999;66220;1214070;5.454;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;27;21;14340;248850;5.764;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;27;39;7810;123680;6.317;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;27;71;17680;259740;6.808;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;27;999;80170;1315260;6.095;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;28;50;15810;237130;6.666;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;28;76;31930;590940;5.403;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;32;02;13280;247750;5.359;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;32;60;18420;393330;4.682;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;44;51;14020;264300;5.303;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;44;57;27910;428620;6.512;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;44;67;29500;549230;5.372;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;44;88;10340;172750;5.988;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;52;44;36220;714600;5.069;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;52;85;22940;346050;6.63;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;52;999;105850;1870240;5.659;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;53;22;19130;293170;6.525;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;53;29;29830;447290;6.67;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;53;999;99800;1650520;6.047;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;75;23;4260;52300;8.153;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;75;24;13880;195890;7.087;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;75;33;45140;811340;5.564;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;75;86;11690;201840;5.79;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;75;999;180870;2924750;6.184;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;76;48;2340;35750;6.557;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;76;65;6900;110200;6.257;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;76;81;12100;189870;6.372;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;76;82;6530;129480;5.046;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;76;999;162800;2929580;5.557;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;84;01;15430;305940;5.043;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;84;15;5460;67560;8.079;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;84;26;14080;255510;5.509;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;84;07;10020;159560;6.282;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;84;73;11770;216710;5.433;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;84;999;202660;3886050;5.215;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;94;2A;4440;71610;6.202;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;1;99;999;1707180;32322110;5.282;1;tous âges;hommes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;01;971;7730;212900;3.628;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;01;999;7730;212900;3.628;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;02;972;7590;198970;3.814;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;11;91;30230;682960;4.427;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;11;94;31900;720530;4.427;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;24;37;16240;321350;5.053;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;27;25;13530;275050;4.917;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;27;39;7750;132360;5.852;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;27;70;6630;117550;5.641;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;27;71;17360;281470;6.166;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;27;89;9940;168550;5.899;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;27;90;3380;69490;4.87;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;28;14;20860;364170;5.728;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;28;27;16770;308300;5.438;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;32;02;13430;265030;5.067;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;32;80;15110;285950;5.285;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;32;999;152880;3037000;5.034;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;44;57;30510;471280;6.473;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;44;88;10330;184390;5.603;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;52;49;21800;426870;5.107;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;53;22;18810;320160;5.875;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;53;29;30230;482780;6.261;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;53;35;27180;567230;4.791;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;53;999;102920;1782420;5.774;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;75;17;22510;360520;6.243;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;75;40;13800;231420;5.963;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;75;86;11710;220030;5.323;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;76;30;21760;405620;5.364;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;76;46;5540;89720;6.179;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;76;48;2280;37030;6.168;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;76;82;6480;137410;4.712;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;84;01;15240;326330;4.669;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;84;42;21000;397370;5.284;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;84;74;18420;424750;4.337;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;93;06;37850;612980;6.175;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;93;999;163370;2807760;5.818;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;94;2A;5170;77960;6.636;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;2;99;999;1825650;35051900;5.208;1;tous âges;femmes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;02;999;16570;360050;4.601;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;04;999;26760;937090;2.855;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;06;999;950;130950;0.729;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;24;45;32560;674390;4.829;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;24;999;132840;2537020;5.236;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;27;58;14180;192900;7.349;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;28;27;32690;594400;5.5;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;28;50;31410;492440;6.378;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;28;61;16700;265940;6.278;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;28;76;67290;1239390;5.429;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;32;59;122980;2533460;4.854;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;32;80;29080;552710;5.261;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;32;999;292380;5855760;4.993;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;44;52;10390;164340;6.32;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;44;54;35650;662660;5.38;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;44;55;10250;171800;5.969;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;44;67;62280;1138640;5.47;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;44;08;15390;257810;5.971;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;44;88;20680;357140;5.789;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;52;44;74590;1481480;5.035;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;53;29;60060;930080;6.458;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;53;56;52930;791240;6.689;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;75;23;8040;109010;7.374;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;75;24;27300;411000;6.642;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;75;40;27500;446550;6.157;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;75;79;21760;370380;5.874;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;75;86;23400;421870;5.546;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;76;12;16230;274640;5.91;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;76;31;62930;1429140;4.403;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;76;34;70160;1240940;5.654;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;76;81;24910;396170;6.287;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;76;09;8910;153540;5.802;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;84;26;28440;530950;5.355;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;84;38;64060;1300480;4.926;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;84;42;41510;764590;5.429;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;93;04;10910;166630;6.546;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;93;05;9080;145140;6.257;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;93;06;72000;1157180;6.222;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;93;84;31400;591150;5.312;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;94;2B;10600;163620;6.48;1;tous âges;tous sexes;1.0
2023;Cancers;;;CAN_CAT_CAT;tsage;9;99;999;3532830;67374010;5.244;1;tous âges;tous sexes;1.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;01;999;2000;174280;1.145;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;02;972;1150;161080;0.713;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;04;974;4110;448100;0.918;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;06;976;260;58330;0.437;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;11;91;6310;636200;0.992;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;11;94;7430;655540;1.134;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;11;95;5630;620060;0.907;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;11;999;60410;5836330;1.035;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;24;37;2890;293640;0.986;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;24;41;1700;155660;1.092;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;24;45;2830;322630;0.876;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;27;25;2490;258220;0.963;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;27;58;1180;91690;1.284;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;27;71;3030;259740;1.165;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;27;89;1890;156070;1.211;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;27;999;14380;1315260;1.093;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;28;14;3370;333080;1.011;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;28;27;2900;286090;1.014;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;28;50;2650;237130;1.118;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;28;76;6430;590940;1.088;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;28;999;16740;1575310;1.062;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;32;02;2690;247750;1.084;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;32;59;13940;1213950;1.149;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;32;60;4010;393330;1.02;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;32;62;7970;696980;1.143;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;32;80;3230;266760;1.209;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;32;999;31840;2818760;1.129;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;44;10;1490;142010;1.048;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;44;52;950;79660;1.196;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;44;54;3310;316800;1.044;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;44;68;3260;354470;0.92;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;44;08;1450;124740;1.16;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;52;53;1170;146330;0.8;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;52;72;2640;266590;0.991;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;75;17;3490;325800;1.071;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;75;40;2000;215130;0.928;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;75;64;2850;335530;0.848;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;75;79;1790;179080;1.002;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;75;87;2480;171110;1.446;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;75;999;31200;2924750;1.067;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;76;12;1290;133350;0.964;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;76;48;470;35750;1.318;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;76;66;2740;241900;1.132;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;84;01;2740;305940;0.895;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;84;03;1790;155430;1.148;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;84;42;3870;367220;1.054;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;84;43;1180;110550;1.065;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;84;69;9230;909840;1.014;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;84;73;2430;216710;1.123;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;93;13;10550;1029630;1.025;1,2,3;tous âges;hommes;6.0
2023;Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);Maladies du foie ou du pancréas (hors mucoviscidose);MFP_CAT_EXC;tsage;1;93;04;940;80080;1.175;1,2,3;tous âges;hommes;6.0
