experiment_id,dag_size,method,identifiability,adjustment_set,true_parents,nb_CI_tests
40_34,40,pc,True,['9'],['9'],3919
40_34,40,CMB,True,"['9', '23']",['9'],4278
40_34,40,MBbyMB,True,"['11', '9', '23']",['9'],4458
40_35,40,locpc,True,"['36', '0']",['36'],199
40_35,40,ldecc,True,"['0', '36']",['36'],1650
40_35,40,pc,True,"['36', '0']",['36'],2781
40_35,40,CMB,True,"['35', '36', '0']",['36'],413
40_35,40,MBbyMB,False,,['36'],8274
40_36,40,locpc,True,"['28', '3']","['3', '6', '29']",608
40_36,40,ldecc,True,['6'],"['3', '6', '29']",2927
40_36,40,pc,True,"['28', '3']","['3', '6', '29']",4756
40_36,40,CMB,True,['6'],"['3', '6', '29']",2126
40_36,40,MBbyMB,True,"['3', '33', '31', '29', '6']","['3', '6', '29']",1434
40_37,40,locpc,True,"['34', '32', '25']",['34'],4580
40_37,40,ldecc,False,,['34'],3184
40_37,40,pc,True,"['34', '32', '25']",['34'],6516
40_37,40,CMB,True,"['34', '32']",['34'],12523
40_37,40,MBbyMB,True,"['15', '39', '34', '6', '37']",['34'],4646
40_38,40,locpc,True,"['35', '8']",['8'],558
40_38,40,ldecc,True,"['8', '6', '35']",['8'],1219
40_38,40,pc,True,"['8', '35']",['8'],3277
40_38,40,CMB,False,,['8'],7209
40_38,40,MBbyMB,True,"['1', '8']",['8'],1345
40_39,40,locpc,False,,['0'],449
40_39,40,ldecc,True,[],['0'],169
40_39,40,pc,False,,['0'],3204
40_39,40,CMB,True,"['0', '14']",['0'],2739
40_39,40,MBbyMB,False,,['0'],10185
40_40,40,locpc,True,"['22', '20']","['20', '22']",454
40_40,40,ldecc,False,,"['20', '22']",2349
40_40,40,pc,True,"['20', '22']","['20', '22']",2997
40_40,40,CMB,True,['20'],"['20', '22']",2995
40_40,40,MBbyMB,True,"['20', '22', '31', '32', '21', '23']","['20', '22']",1851
40_41,40,locpc,True,[],"['4', '37']",79
40_41,40,ldecc,True,[],"['4', '37']",1573
40_41,40,pc,True,"['2', '4']","['4', '37']",4437
40_41,40,CMB,True,['4'],"['4', '37']",3067
40_41,40,MBbyMB,True,"['23', '31', '34', '4', '2']","['4', '37']",2635
40_42,40,locpc,False,,"['13', '35']",861
40_42,40,ldecc,False,,"['13', '35']",2936
40_42,40,pc,True,[],"['13', '35']",3998
40_42,40,CMB,False,,"['13', '35']",12677
40_42,40,MBbyMB,True,"['32', '35', '13']","['13', '35']",1486
40_43,40,locpc,True,"['34', '31']","['31', '34']",861
40_43,40,ldecc,True,['16'],"['31', '34']",1174
40_43,40,pc,True,"['34', '31']","['31', '34']",2880
40_43,40,CMB,True,"['34', '16']","['31', '34']",3115
40_43,40,MBbyMB,True,"['4', '16']","['31', '34']",2603
40_44,40,locpc,True,[],"['36', '39']",1915
40_44,40,ldecc,False,,"['36', '39']",3719
40_44,40,pc,True,[],"['36', '39']",6144
40_44,40,CMB,True,"['36', '12']","['36', '39']",8284
40_44,40,MBbyMB,True,"['7', '36', '0', '39']","['36', '39']",4216
40_45,40,locpc,True,"['27', '18', '8']","['8', '18']",441
40_45,40,ldecc,True,"['8', '18']","['8', '18']",1314
40_45,40,pc,True,"['18', '27', '8']","['8', '18']",3296
40_45,40,CMB,True,['18'],"['8', '18']",2998
40_45,40,MBbyMB,True,"['17', '18', '8']","['8', '18']",1400
40_46,40,locpc,True,"['37', '8', '21', '30', '5', '39', '27', '31', '33']","['5', '37']",4078
40_46,40,ldecc,False,,"['5', '37']",3294
40_46,40,pc,True,"['37', '5', '27', '8', '30', '33', '39', '31', '21']","['5', '37']",8177
